Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
561,20,RL,NA,11341,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Con1Norm,Con2Norm,1Fam,1Story,5,6,YearBuild_1957,YearRemodAdd_1996,Hip,CompShg,Ext1_Wd Sdng,Ext2_Wd Sdng,BrkFace,180,ExtQual_TA,ExtCond_TA,CBlock,BsmtQual_Gd,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_ALQ,1302,BsmtFinTyp2_Unf,0,90,1392,HeatTyp_GasA,HeatQC_TA,Y,SBrkr,1392,0,0,1392,1,0,1,1,3,1,KitchenQual_TA,5,Mod,1,FireplaceQual_Gd,Detchd,GarageYrBlt_1957,Unf,2,528,GarageQual_TA,GarageCond_TA,PavedDrive_Y,0,0,0,0,95,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,5,YrSold_2010,WD,Normal,121500
562,20,RL,77,10010,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Con1Norm,Con2Norm,1Fam,1Story,5,5,YearBuild_1974,YearRemodAdd_1975,Gable,CompShg,Ext1_HdBoard,Ext2_HdBoard,None,0,ExtQual_TA,ExtCond_TA,CBlock,BsmtQual_Gd,BsmtCond_TA,BsmtExpo_Av,BsmtFinTyp1_ALQ,1071,BsmtFinTyp2_LwQ,123,195,1389,HeatTyp_GasA,HeatQC_Gd,Y,SBrkr,1389,0,0,1389,1,0,1,0,2,1,KitchenQual_TA,6,Typ,1,FireplaceQual_TA,Attchd,GarageYrBlt_1975,RFn,2,418,GarageQual_TA,GarageCond_TA,PavedDrive_Y,240,38,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,4,YrSold_2006,WD,Normal,170000
563,30,RL,63,13907,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Con1Norm,Con2Norm,1Fam,1Story,5,6,YearBuild_1940,YearRemodAdd_1969,Gable,CompShg,Ext1_WdShing,Ext2_Wd Shng,None,0,ExtQual_TA,ExtCond_TA,CBlock,BsmtQual_TA,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_BLQ,290,BsmtFinTyp2_Unf,0,706,996,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,996,0,0,996,1,0,1,0,3,1,KitchenQual_TA,6,Typ,1,FireplaceQual_Gd,NA,GarageYrBlt_NA,NA,0,0,GarageQual_NA,GarageCond_NA,PavedDrive_Y,144,0,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,7,YrSold_2008,WD,Normal,108000
564,50,RL,66,21780,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Con1Norm,Con2Norm,1Fam,1.5Fin,6,7,YearBuild_1918,YearRemodAdd_1950,Gable,CompShg,Ext1_Wd Sdng,Ext2_Wd Sdng,None,0,ExtQual_TA,ExtCond_TA,BrkTil,BsmtQual_Gd,BsmtCond_TA,BsmtExpo_Mn,BsmtFinTyp1_Unf,0,BsmtFinTyp2_Unf,0,1163,1163,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,1163,511,0,1674,0,0,2,0,4,1,KitchenQual_TA,8,Typ,1,FireplaceQual_Gd,Detchd,GarageYrBlt_1955,Fin,2,396,GarageQual_TA,GarageCond_TA,PavedDrive_N,72,36,0,0,144,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,7,YrSold_2008,WD,Normal,185000
565,60,RL,NA,13346,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Con1Norm,Con2Norm,1Fam,2Story,7,5,YearBuild_1992,YearRemodAdd_2000,Gable,CompShg,Ext1_HdBoard,Ext2_HdBoard,None,0,ExtQual_Gd,ExtCond_TA,PConc,BsmtQual_Gd,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_GLQ,728,BsmtFinTyp2_Unf,0,367,1095,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,1166,1129,0,2295,1,0,2,1,4,1,KitchenQual_Gd,9,Typ,1,FireplaceQual_TA,Attchd,GarageYrBlt_1992,RFn,2,590,GarageQual_TA,GarageCond_TA,PavedDrive_Y,0,40,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,7,YrSold_2006,WD,Normal,268000
566,70,RL,66,6858,Pave,NA,Reg,Bnk,AllPub,Corner,Gtl,SWISU,Con1Norm,Con2Norm,1Fam,2Story,6,4,YearBuild_1915,YearRemodAdd_1950,Gable,CompShg,Ext1_Wd Sdng,Ext2_Wd Sdng,None,0,ExtQual_TA,ExtCond_TA,PConc,BsmtQual_Gd,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_Unf,0,BsmtFinTyp2_Unf,0,806,806,HeatTyp_GasA,HeatQC_TA,N,FuseF,841,806,0,1647,1,0,1,1,4,1,KitchenQual_Fa,6,Typ,0,FireplaceQual_NA,Detchd,GarageYrBlt_1920,Unf,1,216,GarageQual_TA,GarageCond_TA,PavedDrive_Y,0,66,136,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,5,YrSold_2010,WD,Normal,128000
567,60,RL,77,11198,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Con1Norm,Con2Norm,1Fam,2Story,9,5,YearBuild_2005,YearRemodAdd_2007,Hip,CompShg,Ext1_VinylSd,Ext2_VinylSd,BrkFace,245,ExtQual_Gd,ExtCond_Gd,PConc,BsmtQual_Gd,BsmtCond_Gd,BsmtExpo_No,BsmtFinTyp1_Unf,0,BsmtFinTyp2_Unf,0,1122,1122,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,1134,1370,0,2504,0,0,2,1,4,1,KitchenQual_Ex,11,Typ,1,FireplaceQual_Gd,BuiltIn,GarageYrBlt_2005,Fin,3,656,GarageQual_TA,GarageCond_TA,PavedDrive_Y,144,39,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,6,YrSold_2008,WD,Normal,325000
568,20,RL,70,10171,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Con1Norm,Con2Norm,1Fam,1Story,7,5,YearBuild_2004,YearRemodAdd_2004,Gable,CompShg,Ext1_VinylSd,Ext2_VinylSd,BrkFace,168,ExtQual_Gd,ExtCond_TA,PConc,BsmtQual_Gd,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_GLQ,2,BsmtFinTyp2_Unf,0,1515,1517,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,1535,0,0,1535,0,0,2,0,3,1,KitchenQual_Gd,7,Typ,0,FireplaceQual_NA,Attchd,GarageYrBlt_2004,RFn,2,532,GarageQual_TA,GarageCond_TA,PavedDrive_Y,0,0,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,3,YrSold_2010,WD,Normal,214000
569,50,RL,79,12327,Pave,NA,IR1,Low,AllPub,Inside,Mod,SawyerW,Con1Norm,Con2Norm,1Fam,1.5Fin,8,8,YearBuild_1983,YearRemodAdd_2009,Gable,CompShg,Ext1_Wd Sdng,Ext2_Wd Sdng,None,0,ExtQual_Gd,ExtCond_TA,CBlock,BsmtQual_Gd,BsmtCond_TA,BsmtExpo_Gd,BsmtFinTyp1_GLQ,1441,BsmtFinTyp2_Unf,0,55,1496,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,1496,636,0,2132,1,0,1,1,1,1,KitchenQual_Gd,5,Min2,1,FireplaceQual_Gd,BuiltIn,GarageYrBlt_1983,Fin,2,612,GarageQual_Gd,GarageCond_TA,PavedDrive_Y,349,40,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,9,YrSold_2009,WD,Normal,316600
570,90,RL,NA,7032,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Con1Norm,Con2Norm,Duplex,SFoyer,5,5,YearBuild_1979,YearRemodAdd_1979,Gable,CompShg,Ext1_MetalSd,Ext2_MetalSd,None,0,ExtQual_TA,ExtCond_TA,CBlock,BsmtQual_Gd,BsmtCond_TA,BsmtExpo_Gd,BsmtFinTyp1_GLQ,943,BsmtFinTyp2_Unf,0,0,943,HeatTyp_GasA,HeatQC_TA,Y,SBrkr,943,0,0,943,1,0,1,0,2,1,KitchenQual_TA,4,Typ,2,FireplaceQual_TA,Detchd,GarageYrBlt_1979,Unf,2,600,GarageQual_TA,GarageCond_TA,PavedDrive_Y,42,0,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,12,YrSold_2006,WD,Normal,135960
571,90,RL,74,13101,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Con1Norm,Con2Norm,Duplex,1Story,5,5,YearBuild_1965,YearRemodAdd_1965,Gable,CompShg,Ext1_HdBoard,Ext2_HdBoard,BrkFace,108,ExtQual_TA,ExtCond_TA,CBlock,BsmtQual_TA,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_LwQ,231,BsmtFinTyp2_Unf,0,1497,1728,HeatTyp_GasA,HeatQC_TA,Y,SBrkr,1728,0,0,1728,0,0,2,0,6,2,KitchenQual_TA,10,Typ,0,FireplaceQual_NA,Detchd,GarageYrBlt_1987,Unf,2,576,GarageQual_TA,GarageCond_TA,PavedDrive_Y,0,0,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,11,YrSold_2008,WD,Normal,142600
572,20,RL,60,7332,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Con1Norm,Con2Norm,1Fam,1Story,6,6,YearBuild_1959,YearRemodAdd_1959,Gable,CompShg,Ext1_WdShing,Ext2_Wd Shng,BrkFace,207,ExtQual_TA,ExtCond_TA,CBlock,BsmtQual_TA,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_BLQ,414,BsmtFinTyp2_Unf,0,450,864,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,864,0,0,864,1,0,1,0,2,1,KitchenQual_Gd,4,Typ,0,FireplaceQual_NA,Attchd,GarageYrBlt_1959,Unf,1,288,GarageQual_TA,GarageCond_TA,PavedDrive_Y,168,0,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,10,YrSold_2006,WD,Abnorml,120000
573,60,RL,83,13159,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,Timber,Con1Norm,Con2Norm,1Fam,2Story,7,5,YearBuild_2009,YearRemodAdd_2009,Gable,CompShg,Ext1_VinylSd,Ext2_VinylSd,None,0,ExtQual_TA,ExtCond_TA,PConc,BsmtQual_Ex,BsmtCond_TA,BsmtExpo_Av,BsmtFinTyp1_Unf,0,BsmtFinTyp2_Unf,0,846,846,HeatTyp_GasA,HeatQC_Gd,Y,SBrkr,846,846,0,1692,0,0,2,1,3,1,KitchenQual_Gd,6,Typ,0,FireplaceQual_NA,Attchd,GarageYrBlt_2009,RFn,2,650,GarageQual_TA,GarageCond_TA,PavedDrive_Y,208,114,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,7,YrSold_2009,New,Partial,224500
574,80,RL,76,9967,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Con1Norm,Con2Norm,1Fam,SLvl,7,5,YearBuild_2000,YearRemodAdd_2000,Gable,CompShg,Ext1_VinylSd,Ext2_VinylSd,None,0,ExtQual_TA,ExtCond_TA,PConc,BsmtQual_Gd,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_Unf,0,BsmtFinTyp2_Unf,0,384,384,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,774,656,0,1430,0,0,2,1,3,1,KitchenQual_TA,8,Typ,1,FireplaceQual_TA,BuiltIn,GarageYrBlt_2000,RFn,2,400,GarageQual_TA,GarageCond_TA,PavedDrive_Y,100,0,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,12,YrSold_2007,WD,Normal,170000
575,80,RL,70,10500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Con1Norm,Con2Norm,1Fam,SLvl,5,7,YearBuild_1971,YearRemodAdd_2005,Gambrel,CompShg,Ext1_MetalSd,Ext2_AsphShn,BrkFace,82,ExtQual_TA,ExtCond_TA,CBlock,BsmtQual_TA,BsmtCond_TA,BsmtExpo_Av,BsmtFinTyp1_ALQ,349,BsmtFinTyp2_Unf,0,23,372,HeatTyp_GasA,HeatQC_TA,Y,SBrkr,576,533,0,1109,0,1,1,0,3,1,KitchenQual_TA,5,Typ,0,FireplaceQual_NA,BuiltIn,GarageYrBlt_1971,Unf,1,288,GarageQual_TA,GarageCond_TA,PavedDrive_Y,35,0,0,0,0,0,PoolQC_NA,Fence_GdWo,MisFeature_NA,0,12,YrSold_2007,WD,Normal,139000
576,50,RL,80,8480,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Con1Norm,Con2Norm,1Fam,1.5Fin,5,5,YearBuild_1947,YearRemodAdd_1950,Gable,CompShg,Ext1_MetalSd,Ext2_MetalSd,None,0,ExtQual_TA,ExtCond_TA,CBlock,BsmtQual_TA,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_Rec,442,BsmtFinTyp2_Unf,0,390,832,HeatTyp_GasA,HeatQC_TA,Y,SBrkr,832,384,0,1216,0,0,1,0,2,1,KitchenQual_TA,6,Typ,0,FireplaceQual_NA,Detchd,GarageYrBlt_1947,Unf,1,336,GarageQual_TA,GarageCond_TA,PavedDrive_Y,158,0,102,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,10,YrSold_2008,COD,Abnorml,118500
577,50,RL,52,6292,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Con1Norm,Con2Norm,1Fam,1.5Fin,7,7,YearBuild_1928,YearRemodAdd_1950,Gable,CompShg,Ext1_Wd Sdng,Ext2_Wd Sdng,None,0,ExtQual_TA,ExtCond_TA,BrkTil,BsmtQual_TA,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_Unf,0,BsmtFinTyp2_Unf,0,861,861,HeatTyp_GasA,HeatQC_Gd,Y,SBrkr,877,600,0,1477,0,1,2,0,3,1,KitchenQual_TA,6,Typ,1,FireplaceQual_Gd,Detchd,GarageYrBlt_1928,Unf,1,216,GarageQual_TA,GarageCond_TA,PavedDrive_Y,0,50,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,8,YrSold_2009,WD,Normal,145000
578,80,RL,96,11777,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Con1Norm,Con2Norm,1Fam,SLvl,5,6,YearBuild_1966,YearRemodAdd_1966,Gable,CompShg,Ext1_VinylSd,Ext2_VinylSd,BrkFace,97,ExtQual_TA,ExtCond_TA,CBlock,BsmtQual_TA,BsmtCond_TA,BsmtExpo_Av,BsmtFinTyp1_LwQ,328,BsmtFinTyp2_ALQ,551,285,1164,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,1320,0,0,1320,1,0,1,0,3,1,KitchenQual_TA,6,Typ,2,FireplaceQual_Fa,Attchd,GarageYrBlt_1966,RFn,2,564,GarageQual_TA,GarageCond_TA,PavedDrive_Y,160,68,240,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,5,YrSold_2006,WD,Abnorml,164500
579,160,FV,34,3604,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Con1Norm,Con2Norm,TwnhsE,2Story,7,5,YearBuild_2007,YearRemodAdd_2007,Gable,CompShg,Ext1_VinylSd,Ext2_VinylSd,None,0,ExtQual_Gd,ExtCond_TA,PConc,BsmtQual_Gd,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_Unf,0,BsmtFinTyp2_Unf,0,689,689,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,703,689,0,1392,0,0,2,0,2,1,KitchenQual_Gd,5,Typ,0,FireplaceQual_NA,Detchd,GarageYrBlt_2007,Unf,2,540,GarageQual_TA,GarageCond_TA,PavedDrive_Y,0,102,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,2,YrSold_2008,WD,Abnorml,146000
580,50,RM,81,12150,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Con1Norm,Con2Norm,1Fam,1.5Fin,5,5,YearBuild_1954,YearRemodAdd_1954,Gable,CompShg,Ext1_MetalSd,Ext2_MetalSd,BrkFace,335,ExtQual_TA,ExtCond_TA,BrkTil,BsmtQual_TA,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_Unf,0,BsmtFinTyp2_Unf,0,1050,1050,HeatTyp_GasA,HeatQC_Ex,N,FuseF,1050,745,0,1795,0,0,2,0,4,1,KitchenQual_TA,7,Typ,0,FireplaceQual_NA,Attchd,GarageYrBlt_1954,Unf,1,352,GarageQual_Fa,GarageCond_TA,PavedDrive_Y,0,0,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,11,YrSold_2008,WD,Normal,131500
581,20,RL,NA,14585,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Con1Norm,Con2Norm,1Fam,1Story,6,6,YearBuild_1960,YearRemodAdd_1987,Gable,CompShg,Ext1_Wd Sdng,Ext2_Wd Sdng,BrkFace,85,ExtQual_TA,ExtCond_TA,CBlock,BsmtQual_TA,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_BLQ,594,BsmtFinTyp2_Rec,219,331,1144,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,1429,0,0,1429,0,1,1,0,3,1,KitchenQual_Gd,7,Typ,2,FireplaceQual_Gd,Attchd,GarageYrBlt_1960,Unf,2,572,GarageQual_TA,GarageCond_TA,PavedDrive_Y,216,110,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,6,YrSold_2007,WD,Normal,181900
582,20,RL,98,12704,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Con1Norm,Con2Norm,1Fam,1Story,8,5,YearBuild_2008,YearRemodAdd_2009,Hip,CompShg,Ext1_VinylSd,Ext2_VinylSd,BrkFace,306,ExtQual_Ex,ExtCond_TA,PConc,BsmtQual_Ex,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_Unf,0,BsmtFinTyp2_Unf,0,2042,2042,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,2042,0,0,2042,0,0,2,1,3,1,KitchenQual_Ex,8,Typ,1,FireplaceQual_Gd,Attchd,GarageYrBlt_2009,RFn,3,1390,GarageQual_TA,GarageCond_TA,PavedDrive_Y,0,90,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,8,YrSold_2009,New,Partial,253293
583,90,RL,81,11841,Grvl,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Con1Norm,Con2Norm,Duplex,SFoyer,6,5,YearBuild_1990,YearRemodAdd_1990,Gable,CompShg,Ext1_HdBoard,Ext2_HdBoard,BrkFace,104,ExtQual_TA,ExtCond_TA,CBlock,BsmtQual_Gd,BsmtCond_TA,BsmtExpo_Av,BsmtFinTyp1_GLQ,816,BsmtFinTyp2_Unf,0,0,816,HeatTyp_GasA,HeatQC_TA,Y,SBrkr,816,0,0,816,1,0,1,0,3,1,KitchenQual_TA,5,Typ,0,FireplaceQual_NA,NA,GarageYrBlt_NA,NA,0,0,GarageQual_NA,GarageCond_NA,PavedDrive_Y,0,32,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,5,YrSold_2007,WD,Normal,118500
584,75,RM,75,13500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Con1Artery,Con2PosA,1Fam,2.5Unf,10,9,YearBuild_1893,YearRemodAdd_2000,Gable,CompShg,Ext1_Wd Sdng,Ext2_Wd Sdng,None,0,ExtQual_Ex,ExtCond_TA,BrkTil,BsmtQual_TA,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_Unf,0,BsmtFinTyp2_Unf,0,1237,1237,HeatTyp_GasA,HeatQC_Gd,Y,SBrkr,1521,1254,0,2775,0,0,3,1,3,1,KitchenQual_Gd,9,Typ,1,FireplaceQual_Gd,Detchd,GarageYrBlt_1988,Unf,2,880,GarageQual_Gd,GarageCond_TA,PavedDrive_Y,105,502,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,7,YrSold_2008,WD,Normal,325000
585,50,RM,51,6120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Con1Norm,Con2Norm,1Fam,1.5Fin,4,7,YearBuild_1935,YearRemodAdd_1995,Gable,CompShg,Ext1_AsbShng,Ext2_AsbShng,None,0,ExtQual_TA,ExtCond_TA,BrkTil,BsmtQual_TA,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_Unf,0,BsmtFinTyp2_Unf,0,884,884,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,989,584,0,1573,0,0,1,0,3,1,KitchenQual_Gd,6,Typ,0,FireplaceQual_NA,Detchd,GarageYrBlt_1935,Unf,1,240,GarageQual_TA,GarageCond_TA,PavedDrive_Y,0,0,54,0,120,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,7,YrSold_2009,WD,Normal,133000
586,20,RL,88,11443,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Con1Norm,Con2Norm,1Fam,1Story,8,5,YearBuild_2005,YearRemodAdd_2006,Hip,CompShg,Ext1_VinylSd,Ext2_VinylSd,BrkFace,208,ExtQual_Gd,ExtCond_TA,PConc,BsmtQual_Ex,BsmtCond_TA,BsmtExpo_Gd,BsmtFinTyp1_GLQ,1460,BsmtFinTyp2_Unf,0,408,1868,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,2028,0,0,2028,1,0,2,0,2,1,KitchenQual_Gd,7,Typ,2,FireplaceQual_Gd,Attchd,GarageYrBlt_2005,RFn,3,880,GarageQual_TA,GarageCond_TA,PavedDrive_Y,326,66,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,3,YrSold_2006,New,Partial,369900
587,30,RL,55,10267,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Con1RRAn,Con2Norm,1Fam,1Story,6,7,YearBuild_1918,YearRemodAdd_2000,Gable,CompShg,Ext1_Stucco,Ext2_Wd Shng,None,0,ExtQual_TA,ExtCond_Gd,BrkTil,BsmtQual_TA,BsmtCond_Gd,BsmtExpo_Mn,BsmtFinTyp1_Rec,210,BsmtFinTyp2_ALQ,606,0,816,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,838,0,0,838,1,0,1,0,2,1,KitchenQual_Fa,5,Typ,0,FireplaceQual_NA,Detchd,GarageYrBlt_1961,Fin,1,275,GarageQual_TA,GarageCond_TA,PavedDrive_N,0,0,112,0,0,0,PoolQC_NA,Fence_MnWw,MisFeature_NA,0,5,YrSold_2008,WD,Normal,130000
588,85,RL,74,8740,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Con1Norm,Con2Norm,1Fam,SFoyer,5,6,YearBuild_1982,YearRemodAdd_1982,Hip,CompShg,Ext1_HdBoard,Ext2_HdBoard,None,0,ExtQual_TA,ExtCond_TA,CBlock,BsmtQual_TA,BsmtCond_TA,BsmtExpo_Av,BsmtFinTyp1_ALQ,672,BsmtFinTyp2_Unf,0,168,840,HeatTyp_GasA,HeatQC_TA,Y,SBrkr,860,0,0,860,1,0,1,0,2,1,KitchenQual_TA,4,Typ,0,FireplaceQual_NA,Detchd,GarageYrBlt_1996,Unf,2,528,GarageQual_TA,GarageCond_TA,PavedDrive_Y,0,0,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,7,YrSold_2009,WD,Normal,137000
589,20,RL,65,25095,Pave,NA,IR1,Low,AllPub,Inside,Sev,ClearCr,Con1Norm,Con2Norm,1Fam,1Story,5,8,YearBuild_1968,YearRemodAdd_2003,Flat,Tar&Grv,Ext1_Wd Sdng,Ext2_Wd Sdng,None,0,ExtQual_TA,ExtCond_TA,CBlock,BsmtQual_TA,BsmtCond_TA,BsmtExpo_Gd,BsmtFinTyp1_GLQ,1324,BsmtFinTyp2_Unf,0,113,1437,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,1473,0,0,1473,2,0,1,0,1,1,KitchenQual_Ex,5,Typ,2,FireplaceQual_Gd,Attchd,GarageYrBlt_1968,Unf,1,452,GarageQual_TA,GarageCond_TA,PavedDrive_Y,0,48,0,0,60,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,6,YrSold_2009,WD,Partial,143000
590,40,RM,50,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Con1RRAn,Con2Feedr,1Fam,1Story,5,6,YearBuild_1930,YearRemodAdd_1960,Gable,CompShg,Ext1_VinylSd,Ext2_VinylSd,None,0,ExtQual_TA,ExtCond_TA,BrkTil,BsmtQual_TA,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_Unf,0,BsmtFinTyp2_Unf,0,742,742,HeatTyp_GasA,HeatQC_TA,Y,FuseA,779,0,156,935,0,0,1,0,2,1,KitchenQual_TA,4,Typ,0,FireplaceQual_NA,Detchd,GarageYrBlt_1988,Unf,1,308,GarageQual_TA,GarageCond_TA,PavedDrive_P,0,0,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_Shed,600,8,YrSold_2008,WD,Normal,79500
591,60,RL,64,8320,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Con1Norm,Con2Norm,1Fam,2Story,7,5,YearBuild_2004,YearRemodAdd_2004,Gable,CompShg,Ext1_VinylSd,Ext2_VinylSd,None,0,ExtQual_Gd,ExtCond_TA,PConc,BsmtQual_Gd,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_GLQ,490,BsmtFinTyp2_Unf,0,280,770,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,770,812,0,1582,0,0,2,1,3,1,KitchenQual_Gd,6,Typ,0,FireplaceQual_NA,Attchd,GarageYrBlt_2004,RFn,2,520,GarageQual_TA,GarageCond_TA,PavedDrive_Y,0,45,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,9,YrSold_2008,WD,Normal,185900
